Test,State Name,Region Name,System Name,System Code,District Name,District Code,Building Name,Class Name,Class Grade,Date Tested,GUID,Submission ID,Gender,Date of Birth,Age in Months,Age in Years/Months,Ethnicity String ,Battery,Level,Form,Norm Year,Quartermonth,Semester,Programs String,Office Use Subtest Exclusion V,Office Use Subtest Exclusion Q,Office Use Subtest Exclusion N,Office Use Subtest Exclusion VQ,Office Use Subtest Exclusion VN,Office Use Subtest Exclusion QN,Office Use Subtest Exclusion VQN,Code Character String (A-T),Number Attempted (NA) V,Number Attempted (NA) Q,Number Attempted (NA) N,Completion Criteria (CC) V,Completion Criteria (CC) Q,Completion Criteria (CC) N,Completion Criteria (CC) VQ,Completion Criteria (CC) VN,Completion Criteria (CC) QN,Completion Criteria (CC) VQN,Raw Score (RS) V,Raw Score (RS) Q,Raw Score (RS) N,Universal Scale Score (USS) V,Universal Scale Score (USS) Q,Universal Scale Score (USS) N,Universal Scale Score (USS) VQ,Universal Scale Score (USS) VN,Universal Scale Score (USS) QN,Universal Scale Score (USS) VQN,Standard Age Score (SAS) V,Standard Age Score (SAS) Q,Standard Age Score (SAS) N,Standard Age Score (SAS) VQ,Standard Age Score (SAS) VN,Standard Age Score (SAS) QN,Standard Age Score (SAS) VQN,Grade Percentile Rank (GPR) V,Grade Percentile Rank (GPR) Q,Grade Percentile Rank (GPR) N,Grade Percentile Rank (GPR) VQ,Grade Percentile Rank (GPR) VN,Grade Percentile Rank (GPR) QN,Grade Percentile Rank (GPR) VQN,Age Percentile Rank (APR) V,Age Percentile Rank (APR) Q,Age Percentile Rank (APR) N,Age Percentile Rank (APR) VQ,Age Percentile Rank (APR) VN,Age Percentile Rank (APR) QN,Age Percentile Rank (APR) VQN,Grade Stanine (GS) V,Grade Stanine (GS) Q,Grade Stanine (GS) N,Grade Stanine (GS) VQ,Grade Stanine (GS) VN,Grade Stanine (GS) QN,Grade Stanine (GS) VQN,Age Stanine (AS) V,Age Stanine (AS) Q,Age Stanine (AS) N,Age Stanine (AS) VQ,Age Stanine (AS) VN,Age Stanine (AS) QN,Age Stanine (AS) VQN,SAS Valid Flags V,SAS Valid Flags Q,SAS Valid Flags N,SAS Valid Flags VQ,SAS Valid Flags VN,SAS Valid Flags QN,SAS Valid Flags VQN,TMO Flags V,TMO Flags Q,TMO Flags N,TMO Flags VQ,TMO Flags VN,TMO Flags QN,TMO Flags VQN,Extremely Variable Flags V,Extremely Variable Flags Q,Extremely Variable Flags N,Extremely Variable Flags VQ,Extremely Variable Flags VN,Extremely Variable Flags QN,Extremely Variable Flags VQN,Chance Flags  V,Chance Flags  Q,Chance Flags  N,Chance Flags  VQ,Chance Flags  VN,Chance Flags  QN,Chance Flags  VQN,Ability Profile ,Raw Score Personal Standard Error V,Raw Score Personal Standard Error Q,Raw Score Personal Standard Error N,Raw Score Upper Bound V,Raw Score Upper Bound Q,Raw Score Upper Bound N,Raw Score Lower Bound V,Raw Score Lower Bound Q,Raw Score Lower Bound N,SAS Upper Bound V,SAS Upper Bound Q,SAS Upper Bound N,SAS Upper Bound VQ,SAS Upper Bound VN,SAS Upper Bound QN,SAS Upper Bound VQN,SAS Lower Bound  V,SAS Lower Bound  Q,SAS Lower Bound  N,SAS Lower Bound  VQ,SAS Lower Bound  VN,SAS Lower Bound  QN,SAS Lower Bound  VQN,Item Responses,Mode of Administration,TestInstance GUID,Administration Language,Grade_Entering,top-choice school,second-choice school,third-choice school
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,D8A5B8703C4E4F9D97F90B25DFD6E720        ,19352531,F,11262016,,404,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,16,13,,129,141,,135,,,,,,,,,,,2,19,,4,,,,,,,,,,,1,3,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.0276,2.9073,,19.0276,15.9073,,12.9724,10.0927,,,,,,,,,,,,,,,,BA1A3BCA231123322BBC323AC3B3AA1221111A121CB33111A11323A13ACC33A1C2A11ACB1112111A00000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,26AA18D03E7144999772666C5E5C1387        ,ENU,Kindergarten,Chrysler Elementary (Grades K-5),None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,63D34BFB585F434D929C13985F9B61A4        ,19438635,M,2252016,61,501,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,25,14,,141,142,,142,,,,103,104,,104,,,,20,22,,20,,,,57,60,,60,,,,3,3,,3,,,,5,6,,6,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,2.8089,5.5914,,27.8089,19.5914,,22.1911,8.4086,,111.62,113.59,,111.01,,,,95.38,87.23,,95.98,,,,BACAB1CAAB132ABAC3BCBC322A322A1CABCBB31212BBACCBACC231212A2123A12C332323B12211B300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,26AA34DB5FB64F1F8086F201FE2F5BB2        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,Foreign Language Immersion and Cultural Studies School,Foreign Language Immersion and Cultural Studies School
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,F265CDD8E1A445C0B05782D80196DAB7        ,19342754,M,5152016,,410,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,26,13,,143,141,,142,,,,,,,,,,,26,19,,20,,,,,,,,,,,4,3,,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2.7692,2.6808,,28.7692,15.6808,,23.2308,10.3192,,,,,,,,,,,,,,,,BA2ABB1A21C31AB2CBBCB1AA1A333ABCABCBBA1212BB3CC131CA3123A3C1232121ABCA113323121A00000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,8552D7647A844B9D93539D98915AA814        ,ENU,Kindergarten,Bates Academy,None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,E6D536F8BD4F4D0DA1396A7CA92D7C8C        ,19336389,F,4082016,59,411,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,23,12,,137,140,,138,,,,98,102,,98,,,,11,15,,9,,,,45,55,,45,,,,2,3,,2,,,,5,5,,5,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.8635,2.8649,,25.8635,14.8649,,20.1365,9.1351,,107.46,107.58,,103.8,,,,92.27,91.42,,91.3,,,,BACABBCA21C313BAC3B13CA322B2AABC311BB2B221BB211B311A3323A3213133C1A11AC1B31AC11300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,5DD37DB99AA74E328DAEA3AC6D9C290E        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,8F666CFC4DA8409CB214D3D59192C7F6        ,19157076,M,2192016,61,501,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,36,0,0,1,0,0,0,0,0,0,18,,,131,,,,,,,87,,,,,,,4,,,,,,,21,,,,,,,1,,,,,,,3,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.3339,,,21.3339,,,14.6661,,,93.66,,,,,,,80.34,,,,,,,1AC21B1333C1CAB3C3B2B22AC2BA2A112BCB0000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,41C4EBBC72994FF5A6344A96C7D8606B        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,147C7CC6D2244D30BBC3458F392D4AAC        ,19195069,M,9092016,,406,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,0,0,1,0,0,0,0,0,0,14,,,130,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.1907,,,17.1907,,,10.8093,,,,,,,,,,,,,,,,,131A111AA1111A1A111111AA1A1A22B22B2BB2B2220000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,4A2EECD07F7C43D59502B6BEDBAB5AFB        ,ENU,Kindergarten,Bates Academy,Paul Robeson/Malcolm X Academy,Charles Wright Academy of Arts and Science
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,63558D7B0AD14384B30FD0E8824E7BB5        ,19391730,M,2292016,61,501,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,24,8,,139,135,,137,,,,100,86,,94,,,,15,4,,7,,,,50,19,,35,,,,3,1,,2,,,,5,3,,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.8575,2.4474,,26.8575,10.4474,,21.1425,5.5526,,108.72,92.9,,100.66,,,,93.28,71.21,,85.34,,,,BACABBCAA11B12BAC1BC1C3A2AB32A3231CBBA32121331C33C13333B22223B2311A3C323B3C3113300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,4BDF97E958EA4FBA91E363745DFEBA71        ,ENU,Kindergarten,Paul Robeson/Malcolm X Academy,Foreign Language Immersion and Cultural Studies School,Golightly Education Center
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,D24E17294E614320A3FAF8C9913E5B57        ,19400149,F,9042016,,406,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,41,38,0,1,1,0,1,0,0,0,19,7,,132,133,,132,,,,,,,,,,,4,2,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.2703,3.3307,,22.2703,10.3307,,15.7297,3.6693,,,,,,,,,,,,,,,,1223BBCA2B1013BAC111BC32221AAABC23C3BA1A1211A1C33C23332B331233332233C3C333C3111200000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,9BA5A4CB327D446F9B59428DD3B22967        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,Paul Robeson/Malcolm X Academy,Bates Academy
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,DB0C9816710C4F6DAA1630E76274D881        ,19461615,M,8092016,,407,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,24,15,,139,143,,141,,,,,,,,,,,15,25,,17,,,,,,,,,,,3,4,,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.6563,3.3517,,27.6563,18.3517,,20.3437,11.6483,,,,,,,,,,,,,,,,BACABB2AAB132AB3C31C1CA3221AAAB1ABC1B2B211BB3CC3AC2A3B23A3C1333B113313C333CA11B300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,ECAD386BFC60455DA6054B86B6F9784B        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,Charles Wright Academy of Arts and Science
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,2596E38CBA774AACA454DE439A314CB1        ,19449208,F,8062016,,407,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,28,11,,147,138,,142,,,,,,,,,,,37,10,,20,,,,,,,,,,,4,2,,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.6212,3.5115,,30.6212,14.5115,,25.3788,7.4885,,,,,,,,,,,,,,,,BACA1BCAA3C113BACBB1BCAACA13AA3CA12B1ABA12B1AC11A11AA323222C333B2233C3C333C3113300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,71005595202A4CD3A74D1B29B5245D5F        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,Marcus Garvey Academy,Bates Academy
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,477E7B4183A24B53ACD04CD987D5A7EF        ,19173678,M,4212016,59,411,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,41,38,0,1,1,0,1,0,0,0,15,12,,128,140,,134,,,,82,102,,88,,,,2,15,,3,,,,13,55,,23,,,,1,3,,1,,,,3,5,,3,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,3.0045,5.3632,,18.0045,17.3632,,11.9955,6.6368,,88,111.36,,102,,,,75.98,79.64,,69,,,,33C333C333C0C3BAC1B2B122233AAABCA323333312BBACCBA12A33212A2233331133C3C333C3113300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,F0BC6A1334E64F0F9728D17B29D6FAB9        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,Bates Academy,Burton International Academy
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,DF58A738F13F4EAA95C3B335C3840F33        ,19196897,M,10302016,,405,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,22,8,,136,135,,136,,,,,,,,,,,9,4,,5,,,,,,,,,,,2,1,,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.8848,2.5256,,24.8848,10.5256,,19.1152,5.4744,,,,,,,,,,,,,,,,BACABB1A2B13223AC1B1BC3A2A322AB2AB2B12B2C2B131C33C13333133C13333123313CB33C311B300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,58CC151565EC4AAF9C8531E329B68078        ,ENU,Kindergarten,Bates Academy,None,Bates Academy
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,F51FEDEB669C44B1A3A4A44CF977A7F6        ,19164075,M,7042016,,408,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,41,37,0,1,1,0,1,0,0,0,15,12,,128,140,,134,,,,,,,,,,,2,15,,3,,,,,,,,,,,1,3,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.1966,3.0475,,18.1966,15.0475,,11.8034,8.9525,,,,,,,,,,,,,,,,1A13111AA0111AB3C1BCB2322AB3A31133CB33331CB12111ACC23323021CA32BC133C3C333C3C23300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,A5E45C2091374F8B8E2B830D866ABD31        ,ENU,Kindergarten,Bates Academy,Chrysler Elementary,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,040DE077C6724C5D8F6A5EE99131039D        ,19157715,M,2262016,61,501,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,32,31,,156,178,,167,,,,121,139,,135,,,,64,96,,89,,,,91,99,,99,,,,6,9,,8,,,,8,9,,9,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2.9185,2.8642,,34.9185,33.8642,,29.0815,28.1358,,129,148,,143,,,,114.16,131.54,,124,,,,BACABBCAAB11CABAC3BC1CAAC333AABCABCBBAB312BBACCB2C12AB21AACCABABCCABCACB3B1ACCBA00000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,5B84880EF7BF4111ACC7448C21B36395        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,1F3103BD4F164916B1B0E482DA36D9E7        ,19165756,F,12162015,63,503,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,21,12,,135,140,,138,,,,92,98,,95,,,,8,15,,9,,,,31,45,,38,,,,2,3,,2,,,,4,5,,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,4.757,2.9999,,25.756999999999998,14.9999,,16.243,9.0001,,104.02,105,,102.75,,,,81.48,87,,85.75,,,,BACABBCAA113CABACBB23122221A3A3C211312BA121131C3A11A333323C13BA32C33C3C333CA11B300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,BF3F79B852A1490FA2FCDD503451AD90        ,ENU,Kindergarten,Chrysler Elementary (Grades K-5),Foreign Language Immersion and Cultural Studies School,Chrysler Elementary
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,CED01C3B1C2C4E34B9B6C5087E4BEE30        ,19442992,M,2142016,61,501,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,17,10,,130,137,,134,,,,85,92,,86,,,,3,8,,3,,,,17,31,,19,,,,1,2,,1,,,,3,4,,3,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.65,2.7468,,20.65,12.7468,,13.35,7.2532,,92.3,101.5,,95,,,,77.7,82.02,,75.5,,,,BACAB1C3A3131AB2C3B1BC221A3A2A3C3323331212B131C33CC3333323C13333C233C3C133C3123A00000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,D512119A6DA44A22A2846A51994257ED        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,Bates Academy,Foreign Language Immersion and Cultural Studies School
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,006EB71B7D1D4CF99F3E7962325C04D1        ,19412175,M,3262016,60,500,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,22,11,,136,138,,137,,,,96,95,,95,,,,9,10,,7,,,,40,38,,38,,,,2,2,,2,,,,4,4,,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.8848,3.0875,,24.8848,14.0875,,19.1152,7.9125,,103.77,105.18,,101.64,,,,90.12,86.49,,87.54,,,,BACABBCA2B1312B32BBCB1AA2A122AB12B2B12B212B13211221A232B23CC3B331133C2133BC3CC3300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,3610F76C1A324AF9A37E2F08BE960296        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,D0FDE6B76E454CA585DAEDC9DFBCC26A        ,19338743,F,1302016,62,502,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,30,12,,151,140,,146,,,,116,100,,110,,,,50,15,,34,,,,84,50,,73,,,,5,3,,4,,,,7,5,,6,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.6775,3.3593,,32.6775,15.3593,,27.3225,8.6407,,122.03,106.72,,117.5,,,,109.3,86.92,,101,,,,BACABB1AAB1323BACBBCBCAACAB3AABC3BCBB23212BB21233C1A3B2B22C133332133C2CBB3C3111300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,52EFB9E209AF4EB6BF5EA51676E890FE        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,EEAC8E26032647498B406E8D53E80E9C        ,19451736,M,1132016,62,502,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,26,23,,143,152,,148,,,,105,119,,113,,,,26,61,,42,,,,62,88,,79,,,,4,6,,5,,,,6,7,,7,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.0759,2.4036,,29.0759,25.4036,,22.9241,20.5964,,113.3,124.62,,118.5,,,,95.84,114.6,,106,,,,BACABB13A3CBC2B2CBBC3CA2CA32AA3C2BC3BA3212BBA1CBACC33B232ACCAB23C1ABCACB1B1A111300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,451073FE87074222B05F279B52A6A357        ,ENU,Kindergarten,Bates Academy,Chrysler Elementary,Foreign Language Immersion and Cultural Studies School
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,D5BC3F59E93946409223DA2B84A299B3        ,19177805,M,1202016,62,502,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,21,10,,135,137,,136,,,,93,91,,91,,,,8,8,,5,,,,33,29,,29,,,,2,2,,2,,,,4,4,,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.4188,4.245,,24.4188,14.245,,17.5812,5.755,,100.84,104.5,,100.08,,,,85.16,72.02,,79.88,,,,BAC2B31331CBC2B3C3B2BCA21A33AA1C23CBB2B211113CC13C13332B2ACC313BC13313C33313121300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,9370DD513050443AAA6AA4EB7A75DBEF        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,A973868AC97A41E3809C458E21059EC0        ,19337657,F,6152016,,409,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,37,0,1,1,0,1,0,0,0,29,11,,149,138,,144,,,,,,,,,,,44,10,,27,,,,,,,,,,,5,2,,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.5355,2.6939,,31.5355,13.6939,,26.4645,8.3061,,,,,,,,,,,,,,,,BACABBCAA1C3C3BA1BBCBC32C2B3AABCAB231ABA111BA113A12A2B2120C1333BC133CAC33322211300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,2B40B468517A45CFA08826B11DEAD76D        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,Chrysler Elementary
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,B5612F8A34A5421E89BAA1DEE815E318        ,19438962,M,6292016,,409,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,18,16,,131,144,,138,,,,,,,,,,,4,29,,9,,,,,,,,,,,1,4,,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.3292,3.4751,,21.3292,19.4751,,14.6708,12.5249,,,,,,,,,,,,,,,,BA2211C33B11CAB221BC11321ABA2A3CAB1B3A132111A12B32232B2B3ACC31332CA11A1BBBC3C1B300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,86AD9C2F42694A3AA35C8E0A65500609        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,Bates Academy,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,F8BB37E3CA9243F5AEA48118E543B00F        ,19414886,F,7052016,,408,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,40,37,0,1,1,0,1,0,0,0,24,16,,139,144,,142,,,,,,,,,,,15,29,,20,,,,,,,,,,,3,4,,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.1157,3.3212,,27.1157,19.3212,,20.8843,12.6788,,,,,,,,,,,,,,,,0AC0BBCAA1131ABAC132BCA2CA3AAABCA3CB1212121132C1A11AA1A1A0223BAB12ABC32BB1C3C23200000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,24117FEF132C471EADA450ECDE28E9CD        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
